Date,Translated version,Original tweet,Media source link
2018-05-13,"President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back in… https://t.co/E24lCZ6ZQz","President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back in… https://t.co/E24lCZ6ZQz","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995680316458262533"", ""Access details here"")"
2018-05-13,Happy Mother’s Day!!! https://t.co/zw71dnT7TJ,Happy Mother’s Day!!! https://t.co/zw71dnT7TJ,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995642096676671495"", ""Access details here"")"
2018-05-12,"The Senate should get funding done before the August break, or NOT GO HOME. Wall and Border Security should be incl… https://t.co/lo4MsSrbCH","The Senate should get funding done before the August break, or NOT GO HOME. Wall and Border Security should be incl… https://t.co/lo4MsSrbCH","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995428472674758656"", ""Access details here"")"
2018-05-12,Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indic… https://t.co/jwMoSGoxMg,Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indic… https://t.co/jwMoSGoxMg,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995424104286179328"", ""Access details here"")"
2018-05-12,"North Korea has announced that they will dismantle Nuclear Test Site this month, ahead of the big Summit Meeting on… https://t.co/IKvjcqqjD6","North Korea has announced that they will dismantle Nuclear Test Site this month, ahead of the big Summit Meeting on… https://t.co/IKvjcqqjD6","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995410516129538048"", ""Access details here"")"
2018-05-11,"Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been, and is, opposed… https://t.co/G8gO3WK8nb","Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been, and is, opposed… https://t.co/G8gO3WK8nb","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995088584221839360"", ""Access details here"")"
2018-05-11,Big week next week when the American Embassy in Israel will be moved to Jerusalem. Congratulations to all!,Big week next week when the American Embassy in Israel will be moved to Jerusalem. Congratulations to all!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995085901079433219"", ""Access details here"")"
2018-05-11,The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We… https://t.co/HFJEp9xcXA,The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We… https://t.co/HFJEp9xcXA,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995044981768425477"", ""Access details here"")"
2018-05-11,"Today, my Administration is launching the most sweeping action in history to lower the price of prescription drugs… https://t.co/YHscW623cr","Today, my Administration is launching the most sweeping action in history to lower the price of prescription drugs… https://t.co/YHscW623cr","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/995023303906652160"", ""Access details here"")"
2018-05-11,"Thank you Indiana! #MAGA
https://t.co/fCv76VyUax","Thank you Indiana! #MAGA
https://t.co/fCv76VyUax","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994741305908649985"", ""Access details here"")"
2018-05-10,The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will bo… https://t.co/N3DjWdy2Am,The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will bo… https://t.co/N3DjWdy2Am,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994587349718847489"", ""Access details here"")"
2018-05-10,Five Most Wanted leaders of ISIS just captured!,Five Most Wanted leaders of ISIS just captured!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994586105822564353"", ""Access details here"")"
2018-05-10,"Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, &amp; then V… https://t.co/VjBpbVfIbi","Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, &amp; then V… https://t.co/VjBpbVfIbi","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994585463380987904"", ""Access details here"")"
2018-05-10,"On behalf of the American people, WELCOME HOME! https://t.co/hISaCI95CB","On behalf of the American people, WELCOME HOME! https://t.co/hISaCI95CB","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994517833357946882"", ""Access details here"")"
2018-05-10,Gina Haspel did a spectacular job today. There is nobody even close to run the CIA!,Gina Haspel did a spectacular job today. There is nobody even close to run the CIA!,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994401394441453569"", ""Access details here"")"
2018-05-09,Looking forward to greeting the Hostages (no longer) at 2:00 A.M.,Looking forward to greeting the Hostages (no longer) at 2:00 A.M.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994346538028675072"", ""Access details here"")"
2018-05-09,"The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flyin… https://t.co/wPfk40KSdI","The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flyin… https://t.co/wPfk40KSdI","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994345813064192012"", ""Access details here"")"
2018-05-09,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be… https://t.co/qjLE27BSb8,Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be… https://t.co/qjLE27BSb8,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994194233111273472"", ""Access details here"")"
2018-05-09,I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea w… https://t.co/JZgZqFDWx2,I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea w… https://t.co/JZgZqFDWx2,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994192995737096192"", ""Access details here"")"
2018-05-09,Congratulations to Mike Dewine on his big win in the Great State of Ohio. He will be a great Governor with a heavy… https://t.co/yBPjMPUhps,Congratulations to Mike Dewine on his big win in the Great State of Ohio. He will be a great Governor with a heavy… https://t.co/yBPjMPUhps,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994185337504137216"", ""Access details here"")"
2018-05-09,Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expand… https://t.co/9diPbA24vF,Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expand… https://t.co/9diPbA24vF,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994182263960162304"", ""Access details here"")"
2018-05-09,"The Fake News is working overtime. Just reported that, despite the tremendous success we are having with the econom… https://t.co/loypJ75j0b","The Fake News is working overtime. Just reported that, despite the tremendous success we are having with the econom… https://t.co/loypJ75j0b","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994179864436596736"", ""Access details here"")"
2018-05-09,"The Republican Party had a great night. Tremendous voter energy and excitement, and all candidates are those who ha… https://t.co/PCXATWtJ1W","The Republican Party had a great night. Tremendous voter energy and excitement, and all candidates are those who ha… https://t.co/PCXATWtJ1W","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/994176238846664706"", ""Access details here"")"
2018-05-08,"The Iran Deal is defective at its core. If we do nothing, we know what will happen. In just a short time, the world… https://t.co/7Q5Mje2XBU","The Iran Deal is defective at its core. If we do nothing, we know what will happen. In just a short time, the world… https://t.co/7Q5Mje2XBU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993976643898281984"", ""Access details here"")"
2018-05-08,"RT @WhiteHouse: ""Finally, I want to deliver a message to the long-suffering people of Iran. The people of America stand with you."" https://…","RT @WhiteHouse: ""Finally, I want to deliver a message to the long-suffering people of Iran. The people of America stand with you."" https://…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993952097610731521"", ""Access details here"")"
2018-05-08,"RT @WhiteHouse: ""At the heart of the Iran deal was a giant fiction: that a murderous regime desired only a peaceful nuclear energy program.…","RT @WhiteHouse: ""At the heart of the Iran deal was a giant fiction: that a murderous regime desired only a peaceful nuclear energy program.…","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993952088123170817"", ""Access details here"")"
2018-05-08,Statement on the Iran Nuclear Deal: https://t.co/O3SpryCKkc,Statement on the Iran Nuclear Deal: https://t.co/O3SpryCKkc,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993926510003277825"", ""Access details here"")"
2018-05-08,"John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John, you are hurting your country!","John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John, you are hurting your country!","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993815373190492160"", ""Access details here"")"
2018-05-08,"I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, whe… https://t.co/dolknR8zRU","I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, whe… https://t.co/dolknR8zRU","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993813485745295360"", ""Access details here"")"
2018-05-08,"Gina Haspel, my highly respected nominee to lead the CIA, is being praised for the fact that she has been, and alwa… https://t.co/CMKj1jN9Wy","Gina Haspel, my highly respected nominee to lead the CIA, is being praised for the fact that she has been, and alwa… https://t.co/CMKj1jN9Wy","=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993810085540491264"", ""Access details here"")"
2018-05-07,I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm.,I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm.,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993562242124865536"", ""Access details here"")"
2018-05-07,National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills… https://t.co/Gk15e2Oygs,National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills… https://t.co/Gk15e2Oygs,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993541175511527425"", ""Access details here"")"
2018-05-07,The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran De… https://t.co/Cj3oXHLWCC,The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran De… https://t.co/Cj3oXHLWCC,"=HYPERLINK(""http://twitter.com/realDonaldTrump/status/993492804985872385"", ""Access details here"")"
